production_id,date,mine_id,zone_id,planned_tonnes,actual_tonnes,ore_grade_pct,operating_hours,downtime_hours,rainfall_mm,target_tonnes
PROD-13046,2026-02-20,MINE-02,MINE-02-ZONE-A,284.0,205.9,37.04,12.3,3.7,0.7,260.0
PROD-13047,2026-02-20,MINE-02,MINE-02-ZONE-B,284.0,265.2,32.37,14.9,1.1,0.7,260.0
PROD-13048,2026-02-20,MINE-02,MINE-02-ZONE-C,284.0,273.0,39.68,15.5,0.5,0.7,260.0
PROD-13049,2026-02-20,MINE-02,MINE-02-ZONE-D,284.0,233.5,36.87,12.5,3.5,0.7,260.0
PROD-13050,2026-02-20,MINE-02,MINE-02-ZONE-E,284.0,261.3,43.93,15.0,1.0,0.7,260.0
PROD-13051,2026-02-20,MINE-03,MINE-03-ZONE-A,284.0,243.3,32.85,14.0,2.0,1.5,260.0
PROD-13052,2026-02-20,MINE-03,MINE-03-ZONE-B,284.0,212.2,32.81,11.7,4.3,1.5,260.0
PROD-13053,2026-02-20,MINE-03,MINE-03-ZONE-C,284.0,264.8,43.41,14.6,1.4,1.5,260.0
PROD-13054,2026-02-20,MINE-03,MINE-03-ZONE-D,284.0,253.1,35.79,13.8,2.2,1.5,260.0
PROD-13055,2026-02-20,MINE-03,MINE-03-ZONE-E,284.0,271.1,38.86,15.3,0.7,1.5,260.0
PROD-13056,2026-02-20,MINE-04,MINE-04-ZONE-A,284.0,237.3,35.63,14.0,2.0,2.1,260.0
PROD-13057,2026-02-20,MINE-04,MINE-04-ZONE-B,284.0,262.0,35.69,14.7,1.3,2.1,260.0
PROD-13058,2026-02-20,MINE-04,MINE-04-ZONE-C,284.0,219.5,36.5,13.2,2.8,2.1,260.0
PROD-13059,2026-02-20,MINE-04,MINE-04-ZONE-D,284.0,261.3,34.57,14.4,1.6,2.1,260.0
PROD-13060,2026-02-20,MINE-04,MINE-04-ZONE-E,284.0,220.4,43.27,12.8,3.2,2.1,260.0
PROD-13061,2026-02-21,MINE-01,MINE-01-ZONE-A,288.0,214.7,35.83,11.8,4.2,0.4,260.0
PROD-13062,2026-02-21,MINE-01,MINE-01-ZONE-B,288.0,248.5,40.82,13.7,2.3,0.4,260.0
PROD-13063,2026-02-21,MINE-01,MINE-01-ZONE-C,288.0,237.7,39.65,12.5,3.5,0.4,260.0
PROD-13064,2026-02-21,MINE-01,MINE-01-ZONE-D,288.0,239.0,40.92,13.4,2.6,0.4,260.0
PROD-13065,2026-02-21,MINE-01,MINE-01-ZONE-E,288.0,263.6,38.97,14.3,1.7,0.4,260.0
PROD-13066,2026-02-21,MINE-02,MINE-02-ZONE-A,288.0,242.7,33.48,13.8,2.2,3.2,260.0
PROD-13067,2026-02-21,MINE-02,MINE-02-ZONE-B,288.0,271.7,40.56,14.6,1.4,3.2,260.0
PROD-13068,2026-02-21,MINE-02,MINE-02-ZONE-C,288.0,244.5,38.71,13.5,2.5,3.2,260.0
PROD-13069,2026-02-21,MINE-02,MINE-02-ZONE-D,288.0,261.4,36.49,13.9,2.1,3.2,260.0
PROD-13070,2026-02-21,MINE-02,MINE-02-ZONE-E,288.0,250.6,43.65,13.6,2.4,3.2,260.0
PROD-13071,2026-02-21,MINE-03,MINE-03-ZONE-A,288.0,212.3,42.17,11.5,4.5,0.9,260.0
PROD-13072,2026-02-21,MINE-03,MINE-03-ZONE-B,288.0,208.5,35.18,12.3,3.7,0.9,260.0
PROD-13073,2026-02-21,MINE-03,MINE-03-ZONE-C,288.0,226.4,33.2,12.1,3.9,0.9,260.0
PROD-13074,2026-02-21,MINE-03,MINE-03-ZONE-D,288.0,251.4,36.32,14.8,1.2,0.9,260.0
PROD-13075,2026-02-21,MINE-03,MINE-03-ZONE-E,288.0,233.9,42.2,13.5,2.5,0.9,260.0
PROD-13076,2026-02-21,MINE-04,MINE-04-ZONE-A,288.0,272.7,40.38,14.9,1.1,2.1,260.0
PROD-13077,2026-02-21,MINE-04,MINE-04-ZONE-B,288.0,266.6,34.52,14.6,1.4,2.1,260.0
PROD-13078,2026-02-21,MINE-04,MINE-04-ZONE-C,288.0,202.8,35.11,11.5,4.5,2.1,260.0
PROD-13079,2026-02-21,MINE-04,MINE-04-ZONE-D,288.0,266.5,33.6,14.8,1.2,2.1,260.0
PROD-13080,2026-02-21,MINE-04,MINE-04-ZONE-E,288.0,249.3,36.74,14.5,1.5,2.1,260.0
PROD-13081,2026-02-22,MINE-01,MINE-01-ZONE-A,208.0,173.6,36.51,12.3,3.7,0.4,260.0
PROD-13082,2026-02-22,MINE-01,MINE-01-ZONE-B,208.0,161.7,35.1,12.1,3.9,0.4,260.0
PROD-13083,2026-02-22,MINE-01,MINE-01-ZONE-C,208.0,190.4,39.46,13.7,2.3,0.4,260.0
PROD-13084,2026-02-22,MINE-01,MINE-01-ZONE-D,208.0,156.6,38.42,12.7,3.3,0.4,260.0
PROD-13085,2026-02-22,MINE-01,MINE-01-ZONE-E,208.0,172.3,33.64,14.1,1.9,0.4,260.0
PROD-13086,2026-02-22,MINE-02,MINE-02-ZONE-A,208.0,151.5,33.13,12.8,3.2,1.1,260.0
PROD-13087,2026-02-22,MINE-02,MINE-02-ZONE-B,208.0,149.6,37.08,12.7,3.3,1.1,260.0
PROD-13088,2026-02-22,MINE-02,MINE-02-ZONE-C,208.0,198.3,34.1,14.7,1.3,1.1,260.0
PROD-13089,2026-02-22,MINE-02,MINE-02-ZONE-D,208.0,175.7,43.54,14.4,1.6,1.1,260.0
PROD-13090,2026-02-22,MINE-02,MINE-02-ZONE-E,208.0,162.0,39.09,13.5,2.5,1.1,260.0
PROD-13091,2026-02-22,MINE-03,MINE-03-ZONE-A,208.0,195.2,41.6,14.9,1.1,3.0,260.0
PROD-13092,2026-02-22,MINE-03,MINE-03-ZONE-B,208.0,184.8,42.34,13.6,2.4,3.0,260.0
PROD-13093,2026-02-22,MINE-03,MINE-03-ZONE-C,208.0,176.0,36.11,14.2,1.8,3.0,260.0
PROD-13094,2026-02-22,MINE-03,MINE-03-ZONE-D,208.0,140.0,43.11,11.9,4.1,3.0,260.0
PROD-13095,2026-02-22,MINE-03,MINE-03-ZONE-E,208.0,185.0,39.31,14.2,1.8,3.0,260.0
PROD-13096,2026-02-22,MINE-04,MINE-04-ZONE-A,208.0,197.2,34.65,15.2,0.8,3.2,260.0
PROD-13097,2026-02-22,MINE-04,MINE-04-ZONE-B,208.0,204.8,36.72,15.4,0.6,3.2,260.0
PROD-13098,2026-02-22,MINE-04,MINE-04-ZONE-C,208.0,177.8,40.08,14.4,1.6,3.2,260.0
PROD-13099,2026-02-22,MINE-04,MINE-04-ZONE-D,208.0,198.3,43.91,14.8,1.2,3.2,260.0
PROD-13100,2026-02-22,MINE-04,MINE-04-ZONE-E,208.0,151.7,33.54,12.6,3.4,3.2,260.0
PROD-13101,2026-02-23,MINE-01,MINE-01-ZONE-A,252.0,213.2,34.45,13.7,2.3,2.4,260.0
PROD-13102,2026-02-23,MINE-01,MINE-01-ZONE-B,252.0,249.3,38.07,15.2,0.8,2.4,260.0
PROD-13103,2026-02-23,MINE-01,MINE-01-ZONE-C,252.0,196.6,36.82,11.7,4.3,2.4,260.0
PROD-13104,2026-02-23,MINE-01,MINE-01-ZONE-D,252.0,222.9,43.11,14.3,1.7,2.4,260.0
PROD-13105,2026-02-23,MINE-01,MINE-01-ZONE-E,252.0,205.4,36.34,13.7,2.3,2.4,260.0
PROD-13106,2026-02-23,MINE-02,MINE-02-ZONE-A,252.0,235.5,36.02,14.5,1.5,2.6,260.0
PROD-13107,2026-02-23,MINE-02,MINE-02-ZONE-B,252.0,225.6,41.55,14.2,1.8,2.6,260.0
PROD-13108,2026-02-23,MINE-02,MINE-02-ZONE-C,252.0,228.0,40.74,15.0,1.0,2.6,260.0
PROD-13109,2026-02-23,MINE-02,MINE-02-ZONE-D,252.0,238.3,40.5,15.3,0.7,2.6,260.0
PROD-13110,2026-02-23,MINE-02,MINE-02-ZONE-E,252.0,185.9,37.95,12.6,3.4,2.6,260.0
PROD-13111,2026-02-23,MINE-03,MINE-03-ZONE-A,252.0,244.3,37.21,15.4,0.6,3.7,260.0
PROD-13112,2026-02-23,MINE-03,MINE-03-ZONE-B,252.0,189.1,34.0,12.4,3.6,3.7,260.0
PROD-13113,2026-02-23,MINE-03,MINE-03-ZONE-C,252.0,202.5,38.83,13.7,2.3,3.7,260.0
PROD-13114,2026-02-23,MINE-03,MINE-03-ZONE-D,252.0,254.2,41.96,15.5,0.5,3.7,260.0
PROD-13115,2026-02-23,MINE-03,MINE-03-ZONE-E,252.0,226.1,40.48,15.4,0.6,3.7,260.0
PROD-13116,2026-02-23,MINE-04,MINE-04-ZONE-A,252.0,229.9,43.79,14.7,1.3,2.7,260.0
PROD-13117,2026-02-23,MINE-04,MINE-04-ZONE-B,252.0,211.9,43.33,13.0,3.0,2.7,260.0
PROD-13118,2026-02-23,MINE-04,MINE-04-ZONE-C,252.0,196.3,43.35,12.0,4.0,2.7,260.0
PROD-13119,2026-02-23,MINE-04,MINE-04-ZONE-D,252.0,190.3,37.37,12.6,3.4,2.7,260.0
PROD-13120,2026-02-23,MINE-04,MINE-04-ZONE-E,252.0,221.4,39.03,14.2,1.8,2.7,260.0
PROD-13121,2026-02-24,MINE-01,MINE-01-ZONE-A,256.0,253.3,43.77,15.1,0.9,1.4,260.0
PROD-13122,2026-02-24,MINE-01,MINE-01-ZONE-B,256.0,204.5,37.81,12.7,3.3,1.4,260.0
PROD-13123,2026-02-24,MINE-01,MINE-01-ZONE-C,256.0,211.6,35.33,13.2,2.8,1.4,260.0
PROD-13124,2026-02-24,MINE-01,MINE-01-ZONE-D,256.0,191.9,35.09,11.5,4.5,1.4,260.0
PROD-13125,2026-02-24,MINE-01,MINE-01-ZONE-E,256.0,188.2,32.41,11.8,4.2,1.4,260.0
PROD-13126,2026-02-24,MINE-02,MINE-02-ZONE-A,256.0,210.4,41.77,12.5,3.5,2.1,260.0
PROD-13127,2026-02-24,MINE-02,MINE-02-ZONE-B,256.0,238.3,40.43,15.4,0.6,2.1,260.0
PROD-13128,2026-02-24,MINE-02,MINE-02-ZONE-C,256.0,194.4,37.0,12.9,3.1,2.1,260.0
PROD-13129,2026-02-24,MINE-02,MINE-02-ZONE-D,256.0,184.7,33.53,12.0,4.0,2.1,260.0
PROD-13130,2026-02-24,MINE-02,MINE-02-ZONE-E,256.0,213.0,35.09,12.5,3.5,2.1,260.0
PROD-13131,2026-02-24,MINE-03,MINE-03-ZONE-A,256.0,211.2,33.88,14.0,2.0,2.5,260.0
PROD-13132,2026-02-24,MINE-03,MINE-03-ZONE-B,256.0,217.3,42.57,13.3,2.7,2.5,260.0
PROD-13133,2026-02-24,MINE-03,MINE-03-ZONE-C,256.0,182.6,42.4,12.3,3.7,2.5,260.0
PROD-13134,2026-02-24,MINE-03,MINE-03-ZONE-D,256.0,243.3,38.75,15.1,0.9,2.5,260.0
PROD-13135,2026-02-24,MINE-03,MINE-03-ZONE-E,256.0,216.5,32.05,14.1,1.9,2.5,260.0
PROD-13136,2026-02-24,MINE-04,MINE-04-ZONE-A,256.0,246.3,37.24,15.2,0.8,3.4,260.0
PROD-13137,2026-02-24,MINE-04,MINE-04-ZONE-B,256.0,213.7,33.96,12.7,3.3,3.4,260.0
PROD-13138,2026-02-24,MINE-04,MINE-04-ZONE-C,256.0,198.0,43.67,11.9,4.1,3.4,260.0
PROD-13139,2026-02-24,MINE-04,MINE-04-ZONE-D,256.0,195.3,37.97,12.7,3.3,3.4,260.0
PROD-13140,2026-02-24,MINE-04,MINE-04-ZONE-E,256.0,246.1,39.64,14.8,1.2,3.4,260.0
PROD-13141,2026-02-25,MINE-01,MINE-01-ZONE-A,260.0,235.3,40.96,14.1,1.9,0.4,260.0
PROD-13142,2026-02-25,MINE-01,MINE-01-ZONE-B,260.0,193.1,38.16,12.7,3.3,0.4,260.0
PROD-13143,2026-02-25,MINE-01,MINE-01-ZONE-C,260.0,208.4,43.58,13.5,2.5,0.4,260.0
PROD-13144,2026-02-25,MINE-01,MINE-01-ZONE-D,260.0,239.4,38.55,14.7,1.3,0.4,260.0
PROD-13145,2026-02-25,MINE-01,MINE-01-ZONE-E,260.0,215.6,38.56,13.6,2.4,0.4,260.0
PROD-13146,2026-02-25,MINE-02,MINE-02-ZONE-A,260.0,181.5,38.27,12.1,3.9,3.7,260.0
PROD-13147,2026-02-25,MINE-02,MINE-02-ZONE-B,260.0,212.3,40.78,14.0,2.0,3.7,260.0
PROD-13148,2026-02-25,MINE-02,MINE-02-ZONE-C,260.0,196.7,39.71,12.7,3.3,3.7,260.0
PROD-13149,2026-02-25,MINE-02,MINE-02-ZONE-D,260.0,222.4,43.75,13.9,2.1,3.7,260.0
PROD-13150,2026-02-25,MINE-02,MINE-02-ZONE-E,260.0,224.7,43.62,13.1,2.9,3.7,260.0
PROD-13151,2026-02-25,MINE-03,MINE-03-ZONE-A,260.0,231.6,35.89,13.9,2.1,2.7,260.0
PROD-13152,2026-02-25,MINE-03,MINE-03-ZONE-B,260.0,220.7,35.23,13.8,2.2,2.7,260.0
PROD-13153,2026-02-25,MINE-03,MINE-03-ZONE-C,260.0,196.5,42.6,12.4,3.6,2.7,260.0
PROD-13154,2026-02-25,MINE-03,MINE-03-ZONE-D,260.0,228.5,42.28,13.3,2.7,2.7,260.0
PROD-13155,2026-02-25,MINE-03,MINE-03-ZONE-E,260.0,193.4,34.42,12.1,3.9,2.7,260.0
PROD-13156,2026-02-25,MINE-04,MINE-04-ZONE-A,260.0,184.8,38.52,12.3,3.7,2.7,260.0
PROD-13157,2026-02-25,MINE-04,MINE-04-ZONE-B,260.0,202.0,33.0,13.2,2.8,2.7,260.0
PROD-13158,2026-02-25,MINE-04,MINE-04-ZONE-C,260.0,209.3,37.02,13.9,2.1,2.7,260.0
PROD-13159,2026-02-25,MINE-04,MINE-04-ZONE-D,260.0,221.8,37.4,14.1,1.9,2.7,260.0
PROD-13160,2026-02-25,MINE-04,MINE-04-ZONE-E,260.0,231.1,35.97,13.5,2.5,2.7,260.0
PROD-13161,2026-02-26,MINE-01,MINE-01-ZONE-A,264.0,211.8,36.78,12.8,3.2,0.1,260.0
PROD-13162,2026-02-26,MINE-01,MINE-01-ZONE-B,264.0,242.0,42.66,14.2,1.8,0.1,260.0
PROD-13163,2026-02-26,MINE-01,MINE-01-ZONE-C,264.0,247.3,34.07,14.1,1.9,0.1,260.0
PROD-13164,2026-02-26,MINE-01,MINE-01-ZONE-D,264.0,217.6,32.08,13.6,2.4,0.1,260.0
PROD-13165,2026-02-26,MINE-01,MINE-01-ZONE-E,264.0,229.3,38.25,14.0,2.0,0.1,260.0
PROD-13166,2026-02-26,MINE-02,MINE-02-ZONE-A,264.0,211.2,42.27,12.3,3.7,1.7,260.0
PROD-13167,2026-02-26,MINE-02,MINE-02-ZONE-B,264.0,221.5,32.86,14.3,1.7,1.7,260.0
PROD-13168,2026-02-26,MINE-02,MINE-02-ZONE-C,264.0,222.5,33.28,14.0,2.0,1.7,260.0
PROD-13169,2026-02-26,MINE-02,MINE-02-ZONE-D,264.0,235.7,35.63,14.8,1.2,1.7,260.0
PROD-13170,2026-02-26,MINE-02,MINE-02-ZONE-E,264.0,249.9,39.34,15.2,0.8,1.7,260.0
PROD-13171,2026-02-26,MINE-03,MINE-03-ZONE-A,264.0,178.3,41.62,11.8,4.2,2.6,260.0
PROD-13172,2026-02-26,MINE-03,MINE-03-ZONE-B,264.0,190.8,36.88,12.2,3.8,2.6,260.0
PROD-13173,2026-02-26,MINE-03,MINE-03-ZONE-C,264.0,217.1,38.15,13.4,2.6,2.6,260.0
PROD-13174,2026-02-26,MINE-03,MINE-03-ZONE-D,264.0,233.6,37.64,14.6,1.4,2.6,260.0
PROD-13175,2026-02-26,MINE-03,MINE-03-ZONE-E,264.0,237.4,32.24,15.3,0.7,2.6,260.0
PROD-13176,2026-02-26,MINE-04,MINE-04-ZONE-A,264.0,228.1,42.58,14.5,1.5,2.7,260.0
PROD-13177,2026-02-26,MINE-04,MINE-04-ZONE-B,264.0,247.1,33.85,14.3,1.7,2.7,260.0
PROD-13178,2026-02-26,MINE-04,MINE-04-ZONE-C,264.0,244.9,32.73,14.7,1.3,2.7,260.0
PROD-13179,2026-02-26,MINE-04,MINE-04-ZONE-D,264.0,256.2,40.78,15.3,0.7,2.7,260.0
PROD-13180,2026-02-26,MINE-04,MINE-04-ZONE-E,264.0,224.7,34.68,13.3,2.7,2.7,260.0
PROD-13181,2026-02-27,MINE-01,MINE-01-ZONE-A,268.0,200.4,35.34,11.6,4.4,3.7,260.0
PROD-13182,2026-02-27,MINE-01,MINE-01-ZONE-B,268.0,244.8,38.94,15.2,0.8,3.7,260.0
PROD-13183,2026-02-27,MINE-01,MINE-01-ZONE-C,268.0,216.6,32.79,13.2,2.8,3.7,260.0
PROD-13184,2026-02-27,MINE-01,MINE-01-ZONE-D,268.0,219.9,42.42,13.1,2.9,3.7,260.0
PROD-13185,2026-02-27,MINE-01,MINE-01-ZONE-E,268.0,207.3,42.53,11.8,4.2,3.7,260.0
PROD-13186,2026-02-27,MINE-02,MINE-02-ZONE-A,268.0,243.3,43.88,15.0,1.0,1.5,260.0
PROD-13187,2026-02-27,MINE-02,MINE-02-ZONE-B,268.0,210.1,36.35,13.3,2.7,1.5,260.0
PROD-13188,2026-02-27,MINE-02,MINE-02-ZONE-C,268.0,219.2,35.59,13.1,2.9,1.5,260.0
PROD-13189,2026-02-27,MINE-02,MINE-02-ZONE-D,268.0,195.7,36.25,11.8,4.2,1.5,260.0
PROD-13190,2026-02-27,MINE-02,MINE-02-ZONE-E,268.0,214.3,37.91,12.4,3.6,1.5,260.0
PROD-13191,2026-02-27,MINE-03,MINE-03-ZONE-A,268.0,205.7,32.17,11.5,4.5,2.0,260.0
PROD-13192,2026-02-27,MINE-03,MINE-03-ZONE-B,268.0,240.6,43.44,14.2,1.8,2.0,260.0
PROD-13193,2026-02-27,MINE-03,MINE-03-ZONE-C,268.0,225.1,42.66,13.2,2.8,2.0,260.0
PROD-13194,2026-02-27,MINE-03,MINE-03-ZONE-D,268.0,223.6,38.58,13.2,2.8,2.0,260.0
PROD-13195,2026-02-27,MINE-03,MINE-03-ZONE-E,268.0,262.6,32.01,14.9,1.1,2.0,260.0
PROD-13196,2026-02-27,MINE-04,MINE-04-ZONE-A,268.0,201.9,33.77,12.6,3.4,2.7,260.0
PROD-13197,2026-02-27,MINE-04,MINE-04-ZONE-B,268.0,210.1,41.62,12.0,4.0,2.7,260.0
PROD-13198,2026-02-27,MINE-04,MINE-04-ZONE-C,268.0,188.3,38.37,11.6,4.4,2.7,260.0
PROD-13199,2026-02-27,MINE-04,MINE-04-ZONE-D,268.0,181.9,38.25,11.6,4.4,2.7,260.0
PROD-13200,2026-02-27,MINE-04,MINE-04-ZONE-E,268.0,228.8,37.62,13.1,2.9,2.7,260.0
PROD-13201,2026-02-28,MINE-01,MINE-01-ZONE-A,312.0,224.7,34.73,12.1,3.9,1.2,260.0
PROD-13202,2026-02-28,MINE-01,MINE-01-ZONE-B,312.0,254.7,37.52,13.2,2.8,1.2,260.0
PROD-13203,2026-02-28,MINE-01,MINE-01-ZONE-C,312.0,277.9,36.35,14.4,1.6,1.2,260.0
PROD-13204,2026-02-28,MINE-01,MINE-01-ZONE-D,312.0,285.5,39.88,14.0,2.0,1.2,260.0
PROD-13205,2026-02-28,MINE-01,MINE-01-ZONE-E,312.0,307.3,40.85,15.2,0.8,1.2,260.0
PROD-13206,2026-02-28,MINE-02,MINE-02-ZONE-A,312.0,228.2,40.66,11.5,4.5,2.5,260.0
PROD-13207,2026-02-28,MINE-02,MINE-02-ZONE-B,312.0,284.5,41.06,14.7,1.3,2.5,260.0
PROD-13208,2026-02-28,MINE-02,MINE-02-ZONE-C,312.0,293.5,41.44,15.0,1.0,2.5,260.0
PROD-13209,2026-02-28,MINE-02,MINE-02-ZONE-D,312.0,256.2,38.17,13.4,2.6,2.5,260.0
PROD-13210,2026-02-28,MINE-02,MINE-02-ZONE-E,312.0,214.6,37.04,11.7,4.3,2.5,260.0
PROD-13211,2026-02-28,MINE-03,MINE-03-ZONE-A,312.0,287.5,34.02,14.5,1.5,3.8,260.0
PROD-13212,2026-02-28,MINE-03,MINE-03-ZONE-B,312.0,215.3,39.71,11.9,4.1,3.8,260.0
PROD-13213,2026-02-28,MINE-03,MINE-03-ZONE-C,312.0,239.2,39.47,12.6,3.4,3.8,260.0
PROD-13214,2026-02-28,MINE-03,MINE-03-ZONE-D,312.0,276.4,42.06,14.4,1.6,3.8,260.0
PROD-13215,2026-02-28,MINE-03,MINE-03-ZONE-E,312.0,276.2,33.18,14.3,1.7,3.8,260.0
PROD-13216,2026-02-28,MINE-04,MINE-04-ZONE-A,312.0,214.5,32.03,11.6,4.4,3.6,260.0
PROD-13217,2026-02-28,MINE-04,MINE-04-ZONE-B,312.0,278.4,34.56,13.9,2.1,3.6,260.0
PROD-13218,2026-02-28,MINE-04,MINE-04-ZONE-C,312.0,236.2,33.04,11.6,4.4,3.6,260.0
PROD-13219,2026-02-28,MINE-04,MINE-04-ZONE-D,312.0,300.6,43.08,15.1,0.9,3.6,260.0
PROD-13220,2026-02-28,MINE-04,MINE-04-ZONE-E,312.0,225.0,38.49,12.3,3.7,3.6,260.0
PROD-13221,2026-03-01,MINE-01,MINE-01-ZONE-A,232.0,223.3,42.64,14.9,1.1,1.8,260.0
PROD-13222,2026-03-01,MINE-01,MINE-01-ZONE-B,232.0,185.6,38.76,12.2,3.8,1.8,260.0
PROD-13223,2026-03-01,MINE-01,MINE-01-ZONE-C,232.0,200.5,42.03,13.8,2.2,1.8,260.0
PROD-13224,2026-03-01,MINE-01,MINE-01-ZONE-D,232.0,183.0,34.83,11.8,4.2,1.8,260.0
PROD-13225,2026-03-01,MINE-01,MINE-01-ZONE-E,232.0,186.9,39.85,13.7,2.3,1.8,260.0
PROD-13226,2026-03-01,MINE-02,MINE-02-ZONE-A,232.0,219.3,43.35,15.0,1.0,2.9,260.0
PROD-13227,2026-03-01,MINE-02,MINE-02-ZONE-B,232.0,210.9,34.06,15.4,0.6,2.9,260.0
PROD-13228,2026-03-01,MINE-02,MINE-02-ZONE-C,232.0,205.3,32.68,13.6,2.4,2.9,260.0
PROD-13229,2026-03-01,MINE-02,MINE-02-ZONE-D,232.0,191.4,43.74,12.7,3.3,2.9,260.0
PROD-13230,2026-03-01,MINE-02,MINE-02-ZONE-E,232.0,197.3,41.59,14.2,1.8,2.9,260.0
PROD-13231,2026-03-01,MINE-03,MINE-03-ZONE-A,232.0,196.5,32.67,13.3,2.7,0.8,260.0
PROD-13232,2026-03-01,MINE-03,MINE-03-ZONE-B,232.0,165.6,37.59,11.9,4.1,0.8,260.0
PROD-13233,2026-03-01,MINE-03,MINE-03-ZONE-C,232.0,192.9,35.11,13.7,2.3,0.8,260.0
PROD-13234,2026-03-01,MINE-03,MINE-03-ZONE-D,232.0,186.4,37.96,13.0,3.0,0.8,260.0
PROD-13235,2026-03-01,MINE-03,MINE-03-ZONE-E,232.0,208.2,32.93,14.2,1.8,0.8,260.0
PROD-13236,2026-03-01,MINE-04,MINE-04-ZONE-A,232.0,185.9,38.49,12.2,3.8,3.7,260.0
PROD-13237,2026-03-01,MINE-04,MINE-04-ZONE-B,232.0,193.8,40.99,12.8,3.2,3.7,260.0
PROD-13238,2026-03-01,MINE-04,MINE-04-ZONE-C,232.0,182.0,39.0,13.6,2.4,3.7,260.0
PROD-13239,2026-03-01,MINE-04,MINE-04-ZONE-D,232.0,206.7,38.69,14.2,1.8,3.7,260.0
PROD-13240,2026-03-01,MINE-04,MINE-04-ZONE-E,232.0,205.3,39.3,14.3,1.7,3.7,260.0
PROD-13241,2026-03-02,MINE-01,MINE-01-ZONE-A,236.0,183.0,36.86,12.7,3.3,1.9,260.0
PROD-13242,2026-03-02,MINE-01,MINE-01-ZONE-B,236.0,195.2,38.61,13.3,2.7,1.9,260.0
PROD-13243,2026-03-02,MINE-01,MINE-01-ZONE-C,236.0,192.1,32.27,13.7,2.3,1.9,260.0
PROD-13244,2026-03-02,MINE-01,MINE-01-ZONE-D,236.0,204.0,37.75,14.9,1.1,1.9,260.0
PROD-13245,2026-03-02,MINE-01,MINE-01-ZONE-E,236.0,215.1,36.79,15.2,0.8,1.9,260.0
PROD-13246,2026-03-02,MINE-02,MINE-02-ZONE-A,236.0,209.8,39.58,15.1,0.9,2.1,260.0
PROD-13247,2026-03-02,MINE-02,MINE-02-ZONE-B,236.0,173.4,42.2,12.8,3.2,2.1,260.0
PROD-13248,2026-03-02,MINE-02,MINE-02-ZONE-C,236.0,184.6,41.69,12.5,3.5,2.1,260.0
PROD-13249,2026-03-02,MINE-02,MINE-02-ZONE-D,236.0,234.2,39.76,15.1,0.9,2.1,260.0
PROD-13250,2026-03-02,MINE-02,MINE-02-ZONE-E,236.0,199.2,42.17,13.3,2.7,2.1,260.0
PROD-13251,2026-03-02,MINE-03,MINE-03-ZONE-A,236.0,169.9,41.2,12.4,3.6,1.8,260.0
PROD-13252,2026-03-02,MINE-03,MINE-03-ZONE-B,236.0,164.8,41.93,12.2,3.8,1.8,260.0
PROD-13253,2026-03-02,MINE-03,MINE-03-ZONE-C,236.0,224.4,40.58,15.5,0.5,1.8,260.0
PROD-13254,2026-03-02,MINE-03,MINE-03-ZONE-D,236.0,180.4,42.48,12.1,3.9,1.8,260.0
PROD-13255,2026-03-02,MINE-03,MINE-03-ZONE-E,236.0,227.0,34.63,15.3,0.7,1.8,260.0
PROD-13256,2026-03-02,MINE-04,MINE-04-ZONE-A,236.0,183.7,33.73,12.4,3.6,3.5,260.0
PROD-13257,2026-03-02,MINE-04,MINE-04-ZONE-B,236.0,205.9,34.69,13.3,2.7,3.5,260.0
PROD-13258,2026-03-02,MINE-04,MINE-04-ZONE-C,236.0,174.0,43.16,11.9,4.1,3.5,260.0
PROD-13259,2026-03-02,MINE-04,MINE-04-ZONE-D,236.0,195.5,42.83,13.8,2.2,3.5,260.0
PROD-13260,2026-03-02,MINE-04,MINE-04-ZONE-E,236.0,164.5,35.79,11.8,4.2,3.5,260.0
PROD-13261,2026-03-03,MINE-01,MINE-01-ZONE-A,240.0,201.5,38.13,13.8,2.2,0.5,260.0
PROD-13262,2026-03-03,MINE-01,MINE-01-ZONE-B,240.0,207.2,40.76,13.8,2.2,0.5,260.0
PROD-13263,2026-03-03,MINE-01,MINE-01-ZONE-C,240.0,232.9,36.06,14.6,1.4,0.5,260.0
PROD-13264,2026-03-03,MINE-01,MINE-01-ZONE-D,240.0,175.6,37.84,12.7,3.3,0.5,260.0
PROD-13265,2026-03-03,MINE-01,MINE-01-ZONE-E,240.0,206.7,34.05,14.6,1.4,0.5,260.0
PROD-13266,2026-03-03,MINE-02,MINE-02-ZONE-A,240.0,195.0,34.62,12.3,3.7,2.7,260.0
PROD-13267,2026-03-03,MINE-02,MINE-02-ZONE-B,240.0,206.5,32.51,14.2,1.8,2.7,260.0
PROD-13268,2026-03-03,MINE-02,MINE-02-ZONE-C,240.0,174.6,40.11,12.1,3.9,2.7,260.0
PROD-13269,2026-03-03,MINE-02,MINE-02-ZONE-D,240.0,217.9,33.12,15.4,0.6,2.7,260.0
PROD-13270,2026-03-03,MINE-02,MINE-02-ZONE-E,240.0,205.5,42.53,13.6,2.4,2.7,260.0
PROD-13271,2026-03-03,MINE-03,MINE-03-ZONE-A,240.0,211.9,41.87,14.6,1.4,0.5,260.0
PROD-13272,2026-03-03,MINE-03,MINE-03-ZONE-B,240.0,210.0,43.78,14.4,1.6,0.5,260.0
PROD-13273,2026-03-03,MINE-03,MINE-03-ZONE-C,240.0,188.8,32.92,13.4,2.6,0.5,260.0
