sample_id,hole_id,zone_id,depth_from_m,depth_to_m,mn_pct,fe_pct,sio2_pct,al2o3_pct,p_pct,sample_date
SMP-10456,DH-2155,MINE-03-ZONE-C,0.0,25.0,27.96,13.19,22.56,2.5,0.229,2026-05-20
SMP-10457,DH-2155,MINE-03-ZONE-C,25.0,50.0,30.85,7.09,8.09,6.46,0.052,2026-05-20
SMP-10458,DH-2156,MINE-04-ZONE-B,0.0,25.0,21.38,11.82,12.06,7.13,0.177,2026-05-21
SMP-10459,DH-2156,MINE-04-ZONE-B,25.0,50.0,23.49,7.31,18.89,6.53,0.174,2026-05-21
SMP-10460,DH-2157,MINE-04-ZONE-C,0.0,25.0,32.56,5.66,21.82,2.71,0.119,2026-05-23
SMP-10461,DH-2157,MINE-04-ZONE-C,25.0,50.0,36.41,15.39,9.6,5.05,0.286,2026-05-23
SMP-10462,DH-2157,MINE-04-ZONE-C,50.0,75.0,36.59,11.37,18.95,2.31,0.167,2026-05-23
SMP-10463,DH-2157,MINE-04-ZONE-C,75.0,100.0,34.94,13.65,21.17,4.83,0.23,2026-05-23
SMP-10464,DH-2158,MINE-01-ZONE-C,0.0,25.0,24.68,10.25,19.39,5.58,0.334,2026-05-24
SMP-10465,DH-2158,MINE-01-ZONE-C,25.0,50.0,26.74,11.68,15.02,3.21,0.247,2026-05-24
SMP-10466,DH-2158,MINE-01-ZONE-C,50.0,75.0,26.58,7.43,8.54,5.6,0.205,2026-05-24
SMP-10467,DH-2159,MINE-02-ZONE-C,0.0,25.0,39.56,8.24,14.32,5.52,0.205,2026-05-26
SMP-10468,DH-2159,MINE-02-ZONE-C,25.0,50.0,39.13,4.82,9.44,3.71,0.299,2026-05-26
SMP-10469,DH-2159,MINE-02-ZONE-C,50.0,75.0,40.91,8.18,23.41,3.66,0.232,2026-05-26
SMP-10470,DH-2160,MINE-02-ZONE-B,0.0,25.0,32.94,8.08,9.87,5.08,0.127,2026-05-27
SMP-10471,DH-2160,MINE-02-ZONE-B,25.0,50.0,33.29,13.52,12.0,4.66,0.163,2026-05-27
SMP-10472,DH-2161,MINE-04-ZONE-A,0.0,25.0,40.3,7.09,14.12,6.73,0.116,2026-05-29
SMP-10473,DH-2161,MINE-04-ZONE-A,25.0,50.0,42.49,13.6,14.6,4.12,0.211,2026-05-29
SMP-10474,DH-2162,MINE-02-ZONE-D,0.0,25.0,27.73,8.24,22.31,3.61,0.334,2026-05-30
SMP-10475,DH-2162,MINE-02-ZONE-D,25.0,50.0,29.79,14.92,15.98,3.2,0.271,2026-05-30
SMP-10476,DH-2163,MINE-02-ZONE-D,0.0,25.0,31.16,12.11,18.61,5.68,0.279,2026-06-01
SMP-10477,DH-2163,MINE-02-ZONE-D,25.0,50.0,27.37,4.51,15.72,5.72,0.198,2026-06-01
SMP-10478,DH-2164,MINE-04-ZONE-D,0.0,25.0,39.13,10.31,14.77,7.64,0.06,2026-06-02
SMP-10479,DH-2164,MINE-04-ZONE-D,25.0,50.0,41.32,14.32,20.41,4.74,0.086,2026-06-02
SMP-10480,DH-2164,MINE-04-ZONE-D,50.0,75.0,43.03,7.79,8.13,6.04,0.164,2026-06-02
SMP-10481,DH-2164,MINE-04-ZONE-D,75.0,100.0,38.86,8.34,21.79,3.12,0.129,2026-06-02
SMP-10482,DH-2165,MINE-02-ZONE-D,0.0,25.0,31.96,8.81,15.21,5.43,0.344,2026-06-04
SMP-10483,DH-2165,MINE-02-ZONE-D,25.0,50.0,35.17,13.77,19.53,6.82,0.217,2026-06-04
SMP-10484,DH-2165,MINE-02-ZONE-D,50.0,75.0,36.87,6.35,20.8,6.43,0.192,2026-06-04
SMP-10485,DH-2166,MINE-01-ZONE-A,0.0,25.0,29.09,7.6,16.99,5.41,0.17,2026-06-05
SMP-10486,DH-2166,MINE-01-ZONE-A,25.0,50.0,28.15,4.72,21.02,4.86,0.239,2026-06-05
SMP-10487,DH-2166,MINE-01-ZONE-A,50.0,75.0,25.74,8.02,13.78,5.36,0.33,2026-06-05
SMP-10488,DH-2167,MINE-02-ZONE-D,0.0,25.0,31.76,10.46,23.67,3.71,0.148,2026-06-07
SMP-10489,DH-2167,MINE-02-ZONE-D,25.0,50.0,30.36,13.3,15.15,2.47,0.234,2026-06-07
SMP-10490,DH-2167,MINE-02-ZONE-D,50.0,75.0,29.9,15.48,21.89,5.84,0.329,2026-06-07
SMP-10491,DH-2167,MINE-02-ZONE-D,75.0,100.0,29.48,11.35,14.48,7.44,0.074,2026-06-07
SMP-10492,DH-2168,MINE-03-ZONE-A,0.0,25.0,30.29,15.27,19.97,5.13,0.185,2026-06-08
SMP-10493,DH-2168,MINE-03-ZONE-A,25.0,50.0,24.15,14.25,10.0,3.41,0.125,2026-06-08
SMP-10494,DH-2168,MINE-03-ZONE-A,50.0,75.0,29.92,13.0,11.37,4.38,0.079,2026-06-08
SMP-10495,DH-2169,MINE-04-ZONE-A,0.0,25.0,31.71,11.86,22.17,3.86,0.124,2026-06-10
SMP-10496,DH-2169,MINE-04-ZONE-A,25.0,50.0,33.0,11.52,10.1,7.03,0.059,2026-06-10
SMP-10497,DH-2169,MINE-04-ZONE-A,50.0,75.0,36.8,14.32,13.2,4.86,0.342,2026-06-10
SMP-10498,DH-2169,MINE-04-ZONE-A,75.0,100.0,35.57,7.27,15.12,7.82,0.259,2026-06-10
SMP-10499,DH-2170,MINE-02-ZONE-A,0.0,25.0,36.52,14.91,15.71,3.36,0.077,2026-06-11
SMP-10500,DH-2170,MINE-02-ZONE-A,25.0,50.0,34.26,8.95,10.49,2.06,0.207,2026-06-11
SMP-10501,DH-2170,MINE-02-ZONE-A,50.0,75.0,38.76,5.64,12.59,5.21,0.256,2026-06-11
SMP-10502,DH-2170,MINE-02-ZONE-A,75.0,100.0,36.1,13.07,12.79,6.6,0.289,2026-06-11
SMP-10503,DH-2171,MINE-04-ZONE-E,0.0,25.0,24.18,12.85,14.24,4.27,0.129,2026-06-13
SMP-10504,DH-2171,MINE-04-ZONE-E,25.0,50.0,26.77,6.87,20.23,7.46,0.292,2026-06-13
SMP-10505,DH-2172,MINE-02-ZONE-D,0.0,25.0,24.93,9.46,15.24,6.2,0.198,2026-06-14
SMP-10506,DH-2172,MINE-02-ZONE-D,25.0,50.0,27.04,5.83,23.52,2.13,0.342,2026-06-14
SMP-10507,DH-2172,MINE-02-ZONE-D,50.0,75.0,26.65,5.5,15.01,2.05,0.077,2026-06-14
SMP-10508,DH-2173,MINE-01-ZONE-A,0.0,25.0,32.15,14.12,23.23,2.34,0.283,2026-06-16
SMP-10509,DH-2173,MINE-01-ZONE-A,25.0,50.0,29.56,9.64,11.08,7.05,0.295,2026-06-16
SMP-10510,DH-2174,MINE-01-ZONE-A,0.0,25.0,21.92,12.82,9.5,6.0,0.113,2026-06-17
SMP-10511,DH-2174,MINE-01-ZONE-A,25.0,50.0,23.82,15.53,22.98,2.95,0.268,2026-06-17
SMP-10512,DH-2175,MINE-04-ZONE-C,0.0,25.0,39.23,6.83,14.95,2.09,0.288,2026-06-19
SMP-10513,DH-2175,MINE-04-ZONE-C,25.0,50.0,35.35,8.75,11.89,7.81,0.224,2026-06-19
SMP-10514,DH-2176,MINE-04-ZONE-A,0.0,25.0,36.9,15.64,20.15,2.36,0.157,2026-06-20
SMP-10515,DH-2176,MINE-04-ZONE-A,25.0,50.0,35.06,10.44,9.72,4.93,0.145,2026-06-20
SMP-10516,DH-2176,MINE-04-ZONE-A,50.0,75.0,39.1,11.74,13.56,7.35,0.27,2026-06-20
SMP-10517,DH-2176,MINE-04-ZONE-A,75.0,100.0,33.73,8.53,19.59,3.5,0.062,2026-06-20
SMP-10518,DH-2177,MINE-03-ZONE-E,0.0,25.0,35.1,14.41,17.58,7.16,0.098,2026-06-22
SMP-10519,DH-2177,MINE-03-ZONE-E,25.0,50.0,35.73,9.39,21.11,5.25,0.186,2026-06-22
SMP-10520,DH-2177,MINE-03-ZONE-E,50.0,75.0,38.18,10.07,19.74,7.3,0.236,2026-06-22
SMP-10521,DH-2177,MINE-03-ZONE-E,75.0,100.0,34.06,11.44,13.13,2.38,0.34,2026-06-22
SMP-10522,DH-2178,MINE-03-ZONE-C,0.0,25.0,24.78,5.16,18.54,2.26,0.331,2026-06-23
SMP-10523,DH-2178,MINE-03-ZONE-C,25.0,50.0,23.35,4.38,9.71,3.15,0.06,2026-06-23
SMP-10524,DH-2178,MINE-03-ZONE-C,50.0,75.0,27.98,8.66,15.84,5.74,0.227,2026-06-23
SMP-10525,DH-2178,MINE-03-ZONE-C,75.0,100.0,22.05,6.65,19.49,2.08,0.326,2026-06-23
SMP-10526,DH-2179,MINE-04-ZONE-A,0.0,25.0,47.5,13.53,8.93,5.7,0.209,2026-06-25
SMP-10527,DH-2179,MINE-04-ZONE-A,25.0,50.0,46.62,14.01,9.25,3.3,0.206,2026-06-25
SMP-10528,DH-2179,MINE-04-ZONE-A,50.0,75.0,40.29,6.77,14.17,3.16,0.247,2026-06-25
SMP-10529,DH-2180,MINE-04-ZONE-D,0.0,25.0,35.59,9.5,18.64,7.3,0.1,2026-06-26
SMP-10530,DH-2180,MINE-04-ZONE-D,25.0,50.0,33.81,8.82,13.4,2.95,0.35,2026-06-26
SMP-10531,DH-2180,MINE-04-ZONE-D,50.0,75.0,36.44,8.23,13.04,7.95,0.147,2026-06-26
SMP-10532,DH-2180,MINE-04-ZONE-D,75.0,100.0,35.73,13.17,14.89,6.36,0.233,2026-06-26
SMP-10533,DH-2181,MINE-04-ZONE-D,0.0,25.0,39.7,4.0,8.55,3.71,0.055,2026-06-28
SMP-10534,DH-2181,MINE-04-ZONE-D,25.0,50.0,31.45,14.68,8.11,7.91,0.114,2026-06-28
SMP-10535,DH-2181,MINE-04-ZONE-D,50.0,75.0,33.25,13.26,23.09,6.93,0.326,2026-06-28
SMP-10536,DH-2182,MINE-04-ZONE-B,0.0,25.0,34.02,10.99,11.73,6.87,0.078,2026-06-29
SMP-10537,DH-2182,MINE-04-ZONE-B,25.0,50.0,34.35,15.01,19.75,6.34,0.288,2026-06-29
SMP-10538,DH-2182,MINE-04-ZONE-B,50.0,75.0,32.08,13.91,19.03,5.46,0.322,2026-06-29
SMP-10539,DH-2183,MINE-04-ZONE-E,0.0,25.0,35.89,13.81,14.66,7.21,0.311,2026-07-01
SMP-10540,DH-2183,MINE-04-ZONE-E,25.0,50.0,34.68,11.83,17.64,2.07,0.283,2026-07-01
SMP-10541,DH-2183,MINE-04-ZONE-E,50.0,75.0,36.23,7.66,8.66,5.24,0.095,2026-07-01
SMP-10542,DH-2184,MINE-04-ZONE-B,0.0,25.0,38.8,6.67,12.64,4.37,0.09,2026-07-02
SMP-10543,DH-2184,MINE-04-ZONE-B,25.0,50.0,34.58,10.86,8.79,4.4,0.076,2026-07-02
SMP-10544,DH-2184,MINE-04-ZONE-B,50.0,75.0,38.77,13.29,10.09,2.81,0.218,2026-07-02
SMP-10545,DH-2184,MINE-04-ZONE-B,75.0,100.0,38.63,11.83,11.14,5.7,0.271,2026-07-02
SMP-10546,DH-2185,MINE-02-ZONE-C,0.0,25.0,26.96,8.38,11.05,4.07,0.247,2026-07-04
SMP-10547,DH-2185,MINE-02-ZONE-C,25.0,50.0,30.52,6.03,13.6,6.93,0.291,2026-07-04
SMP-10548,DH-2185,MINE-02-ZONE-C,50.0,75.0,29.05,9.29,22.79,3.4,0.256,2026-07-04
SMP-10549,DH-2185,MINE-02-ZONE-C,75.0,100.0,24.38,12.74,9.37,6.44,0.123,2026-07-04
SMP-10550,DH-2186,MINE-04-ZONE-E,0.0,25.0,43.74,4.27,11.34,5.23,0.111,2026-07-05
SMP-10551,DH-2186,MINE-04-ZONE-E,25.0,50.0,44.47,7.1,15.73,6.38,0.092,2026-07-05
SMP-10552,DH-2186,MINE-04-ZONE-E,50.0,75.0,46.23,4.22,17.33,5.98,0.063,2026-07-05
SMP-10553,DH-2187,MINE-02-ZONE-A,0.0,25.0,19.11,11.92,18.61,7.48,0.158,2026-07-07
SMP-10554,DH-2187,MINE-02-ZONE-A,25.0,50.0,19.52,7.51,22.13,4.32,0.344,2026-07-07
SMP-10555,DH-2188,MINE-04-ZONE-B,0.0,25.0,45.45,9.5,22.82,2.13,0.124,2026-07-08
SMP-10556,DH-2188,MINE-04-ZONE-B,25.0,50.0,45.73,8.0,14.29,2.94,0.154,2026-07-08
SMP-10557,DH-2189,MINE-03-ZONE-B,0.0,25.0,28.11,8.65,24.0,7.94,0.333,2026-07-10
SMP-10558,DH-2189,MINE-03-ZONE-B,25.0,50.0,35.02,6.71,13.47,4.36,0.091,2026-07-10
SMP-10559,DH-2189,MINE-03-ZONE-B,50.0,75.0,32.83,10.25,18.85,7.24,0.256,2026-07-10
SMP-10560,DH-2189,MINE-03-ZONE-B,75.0,100.0,29.7,10.87,14.82,3.87,0.232,2026-07-10
SMP-10561,DH-2190,MINE-03-ZONE-E,0.0,25.0,36.9,14.78,22.55,4.58,0.323,2026-07-11
SMP-10562,DH-2190,MINE-03-ZONE-E,25.0,50.0,37.71,11.87,17.04,2.95,0.07,2026-07-11
SMP-10563,DH-2190,MINE-03-ZONE-E,50.0,75.0,35.34,12.63,10.95,7.04,0.094,2026-07-11
SMP-10564,DH-2191,MINE-01-ZONE-A,0.0,25.0,44.7,7.29,20.47,2.64,0.105,2026-07-13
SMP-10565,DH-2191,MINE-01-ZONE-A,25.0,50.0,42.99,11.34,12.27,5.4,0.119,2026-07-13
SMP-10566,DH-2191,MINE-01-ZONE-A,50.0,75.0,37.69,12.25,13.75,6.13,0.193,2026-07-13
SMP-10567,DH-2191,MINE-01-ZONE-A,75.0,100.0,40.39,11.26,19.39,4.24,0.306,2026-07-13
SMP-10568,DH-2192,MINE-04-ZONE-A,0.0,25.0,30.6,12.06,11.25,3.23,0.103,2026-07-14
SMP-10569,DH-2192,MINE-04-ZONE-A,25.0,50.0,37.92,9.27,17.87,6.13,0.31,2026-07-14
SMP-10570,DH-2192,MINE-04-ZONE-A,50.0,75.0,37.25,9.13,20.42,5.65,0.297,2026-07-14
SMP-10571,DH-2193,MINE-03-ZONE-A,0.0,25.0,31.67,9.42,21.23,2.25,0.349,2026-07-16
SMP-10572,DH-2193,MINE-03-ZONE-A,25.0,50.0,31.65,8.75,19.76,5.35,0.205,2026-07-16
SMP-10573,DH-2194,MINE-01-ZONE-B,0.0,25.0,24.5,15.03,19.04,7.42,0.189,2026-07-17
SMP-10574,DH-2194,MINE-01-ZONE-B,25.0,50.0,28.02,5.09,16.01,3.08,0.226,2026-07-17
SMP-10575,DH-2194,MINE-01-ZONE-B,50.0,75.0,30.5,10.56,14.29,3.94,0.057,2026-07-17
SMP-10576,DH-2195,MINE-03-ZONE-E,0.0,25.0,40.24,13.56,19.49,2.74,0.084,2026-07-19
SMP-10577,DH-2195,MINE-03-ZONE-E,25.0,50.0,35.66,8.36,16.38,4.3,0.287,2026-07-19
SMP-10578,DH-2195,MINE-03-ZONE-E,50.0,75.0,36.29,15.4,14.06,4.28,0.28,2026-07-19
SMP-10579,DH-2195,MINE-03-ZONE-E,75.0,100.0,40.29,10.79,18.55,2.9,0.311,2026-07-19
SMP-10580,DH-2196,MINE-02-ZONE-A,0.0,25.0,36.64,5.58,11.25,5.74,0.126,2026-07-20
SMP-10581,DH-2196,MINE-02-ZONE-A,25.0,50.0,40.05,14.26,16.7,2.03,0.315,2026-07-20
SMP-10582,DH-2197,MINE-02-ZONE-C,0.0,25.0,31.02,7.34,18.06,6.92,0.112,2026-07-22
SMP-10583,DH-2197,MINE-02-ZONE-C,25.0,50.0,24.05,4.66,13.58,2.87,0.06,2026-07-22
SMP-10584,DH-2198,MINE-04-ZONE-D,0.0,25.0,43.83,11.33,19.06,5.57,0.286,2026-07-23
SMP-10585,DH-2198,MINE-04-ZONE-D,25.0,50.0,38.88,9.46,17.26,7.59,0.078,2026-07-23
SMP-10586,DH-2199,MINE-02-ZONE-E,0.0,25.0,26.1,12.34,12.39,5.16,0.207,2026-07-25
SMP-10587,DH-2199,MINE-02-ZONE-E,25.0,50.0,31.71,11.34,9.75,6.38,0.239,2026-07-25
SMP-10588,DH-2199,MINE-02-ZONE-E,50.0,75.0,34.62,9.8,19.02,7.6,0.346,2026-07-25
SMP-10589,DH-2200,MINE-02-ZONE-E,0.0,25.0,33.39,9.96,19.67,4.99,0.292,2026-07-26
SMP-10590,DH-2200,MINE-02-ZONE-E,25.0,50.0,36.09,6.79,12.65,3.16,0.085,2026-07-26
SMP-10591,DH-2201,MINE-03-ZONE-E,0.0,25.0,35.51,13.67,11.4,5.84,0.257,2026-07-28
SMP-10592,DH-2201,MINE-03-ZONE-E,25.0,50.0,34.55,4.81,12.8,5.3,0.28,2026-07-28
SMP-10593,DH-2201,MINE-03-ZONE-E,50.0,75.0,33.15,8.0,14.34,5.41,0.338,2026-07-28
SMP-10594,DH-2202,MINE-02-ZONE-A,0.0,25.0,23.02,5.86,15.37,7.19,0.319,2026-07-29
SMP-10595,DH-2202,MINE-02-ZONE-A,25.0,50.0,26.28,13.77,22.84,2.34,0.206,2026-07-29
SMP-10596,DH-2202,MINE-02-ZONE-A,50.0,75.0,27.31,12.14,16.88,2.11,0.223,2026-07-29
SMP-10597,DH-2202,MINE-02-ZONE-A,75.0,100.0,24.98,14.99,20.73,2.4,0.095,2026-07-29
SMP-10598,DH-2203,MINE-01-ZONE-A,0.0,25.0,26.31,13.39,12.93,7.15,0.263,2026-07-31
SMP-10599,DH-2203,MINE-01-ZONE-A,25.0,50.0,27.85,5.04,22.03,4.23,0.299,2026-07-31
SMP-10600,DH-2203,MINE-01-ZONE-A,50.0,75.0,28.17,10.3,10.8,4.25,0.061,2026-07-31
SMP-10601,DH-2203,MINE-01-ZONE-A,75.0,100.0,27.16,5.11,16.1,6.79,0.321,2026-07-31
SMP-10602,DH-2204,MINE-01-ZONE-E,0.0,25.0,29.79,15.26,18.83,2.8,0.267,2026-08-01
SMP-10603,DH-2204,MINE-01-ZONE-E,25.0,50.0,26.16,12.56,16.36,2.02,0.33,2026-08-01
SMP-10604,DH-2205,MINE-04-ZONE-E,0.0,25.0,43.71,7.75,22.27,3.93,0.108,2026-08-03
SMP-10605,DH-2205,MINE-04-ZONE-E,25.0,50.0,40.7,7.83,15.06,2.71,0.095,2026-08-03
SMP-10606,DH-2206,MINE-02-ZONE-D,0.0,25.0,22.46,15.32,20.86,5.44,0.101,2026-08-04
SMP-10607,DH-2206,MINE-02-ZONE-D,25.0,50.0,22.86,14.71,16.65,2.3,0.059,2026-08-04
SMP-10608,DH-2206,MINE-02-ZONE-D,50.0,75.0,28.78,4.61,14.14,2.52,0.168,2026-08-04
SMP-10609,DH-2207,MINE-04-ZONE-E,0.0,25.0,45.52,12.05,16.54,7.84,0.277,2026-08-06
SMP-10610,DH-2207,MINE-04-ZONE-E,25.0,50.0,43.05,5.58,21.01,7.52,0.19,2026-08-06
SMP-10611,DH-2208,MINE-03-ZONE-E,0.0,25.0,27.03,8.36,10.93,7.5,0.149,2026-08-07
SMP-10612,DH-2208,MINE-03-ZONE-E,25.0,50.0,33.06,7.9,15.8,2.39,0.084,2026-08-07
SMP-10613,DH-2208,MINE-03-ZONE-E,50.0,75.0,29.24,14.15,12.52,4.09,0.222,2026-08-07
SMP-10614,DH-2208,MINE-03-ZONE-E,75.0,100.0,29.53,8.87,19.43,2.64,0.217,2026-08-07
SMP-10615,DH-2209,MINE-01-ZONE-C,0.0,25.0,45.76,8.61,13.45,6.88,0.227,2026-08-09
SMP-10616,DH-2209,MINE-01-ZONE-C,25.0,50.0,43.86,9.22,20.6,5.27,0.121,2026-08-09
SMP-10617,DH-2210,MINE-01-ZONE-C,0.0,25.0,35.72,9.34,12.93,4.43,0.229,2026-08-10
SMP-10618,DH-2210,MINE-01-ZONE-C,25.0,50.0,41.6,11.16,21.12,3.96,0.243,2026-08-10
SMP-10619,DH-2210,MINE-01-ZONE-C,50.0,75.0,35.35,6.61,10.22,5.48,0.276,2026-08-10
SMP-10620,DH-2210,MINE-01-ZONE-C,75.0,100.0,42.84,13.08,18.57,4.72,0.137,2026-08-10
SMP-10621,DH-2211,MINE-04-ZONE-E,0.0,25.0,33.92,15.32,14.96,7.9,0.153,2026-08-12
SMP-10622,DH-2211,MINE-04-ZONE-E,25.0,50.0,31.76,4.1,23.78,4.43,0.088,2026-08-12
SMP-10623,DH-2211,MINE-04-ZONE-E,50.0,75.0,33.81,8.43,16.78,2.32,0.261,2026-08-12
SMP-10624,DH-2211,MINE-04-ZONE-E,75.0,100.0,39.08,8.31,21.78,7.19,0.121,2026-08-12
SMP-10625,DH-2212,MINE-04-ZONE-D,0.0,25.0,31.21,6.26,14.15,7.55,0.302,2026-08-13
SMP-10626,DH-2212,MINE-04-ZONE-D,25.0,50.0,28.0,15.97,18.72,2.81,0.072,2026-08-13
SMP-10627,DH-2213,MINE-01-ZONE-A,0.0,25.0,28.52,14.32,22.3,6.17,0.329,2026-08-15
SMP-10628,DH-2213,MINE-01-ZONE-A,25.0,50.0,26.69,9.45,14.79,6.92,0.165,2026-08-15
SMP-10629,DH-2213,MINE-01-ZONE-A,50.0,75.0,22.72,9.1,8.12,4.99,0.269,2026-08-15
SMP-10630,DH-2213,MINE-01-ZONE-A,75.0,100.0,27.58,7.23,22.83,5.46,0.06,2026-08-15
SMP-10631,DH-2214,MINE-01-ZONE-B,0.0,25.0,37.95,15.8,23.74,6.67,0.189,2026-08-16
SMP-10632,DH-2214,MINE-01-ZONE-B,25.0,50.0,31.42,14.68,9.42,4.83,0.273,2026-08-16
SMP-10633,DH-2214,MINE-01-ZONE-B,50.0,75.0,40.24,4.94,18.14,6.79,0.144,2026-08-16
SMP-10634,DH-2214,MINE-01-ZONE-B,75.0,100.0,31.17,8.12,20.46,4.81,0.204,2026-08-16
SMP-10635,DH-2215,MINE-04-ZONE-A,0.0,25.0,37.73,11.17,12.87,6.71,0.128,2026-08-18
SMP-10636,DH-2215,MINE-04-ZONE-A,25.0,50.0,37.07,10.94,17.17,5.94,0.138,2026-08-18
SMP-10637,DH-2216,MINE-04-ZONE-E,0.0,25.0,20.47,14.29,8.23,2.67,0.102,2026-08-19
SMP-10638,DH-2216,MINE-04-ZONE-E,25.0,50.0,23.58,5.81,15.15,6.85,0.128,2026-08-19
SMP-10639,DH-2216,MINE-04-ZONE-E,50.0,75.0,24.67,9.82,20.79,7.17,0.153,2026-08-19
SMP-10640,DH-2216,MINE-04-ZONE-E,75.0,100.0,18.5,5.74,22.94,2.92,0.199,2026-08-19
SMP-10641,DH-2217,MINE-03-ZONE-D,0.0,25.0,36.03,7.17,21.11,2.32,0.189,2026-08-21
SMP-10642,DH-2217,MINE-03-ZONE-D,25.0,50.0,40.25,9.72,23.17,7.53,0.12,2026-08-21
SMP-10643,DH-2217,MINE-03-ZONE-D,50.0,75.0,42.33,8.68,12.2,5.18,0.18,2026-08-21
SMP-10644,DH-2218,MINE-02-ZONE-E,0.0,25.0,48.43,11.65,23.3,4.59,0.325,2026-08-22
SMP-10645,DH-2218,MINE-02-ZONE-E,25.0,50.0,47.83,8.02,12.27,2.59,0.246,2026-08-22
SMP-10646,DH-2219,MINE-03-ZONE-C,0.0,25.0,34.97,6.16,16.76,6.04,0.3,2026-08-24
SMP-10647,DH-2219,MINE-03-ZONE-C,25.0,50.0,28.19,5.17,9.66,4.68,0.116,2026-08-24
SMP-10648,DH-2219,MINE-03-ZONE-C,50.0,75.0,30.9,6.32,8.38,2.55,0.332,2026-08-24
SMP-10649,DH-2219,MINE-03-ZONE-C,75.0,100.0,34.64,14.03,23.21,5.83,0.262,2026-08-24
SMP-10650,DH-2220,MINE-01-ZONE-D,0.0,25.0,28.03,12.35,12.05,4.8,0.331,2026-08-25
SMP-10651,DH-2220,MINE-01-ZONE-D,25.0,50.0,25.46,15.07,12.42,4.56,0.321,2026-08-25
SMP-10652,DH-2221,MINE-03-ZONE-A,0.0,25.0,25.76,13.75,10.85,2.42,0.344,2026-08-27
SMP-10653,DH-2221,MINE-03-ZONE-A,25.0,50.0,25.19,8.71,18.33,2.65,0.212,2026-08-27
SMP-10654,DH-2222,MINE-03-ZONE-D,0.0,25.0,27.95,7.01,15.13,7.38,0.095,2026-08-28
SMP-10655,DH-2222,MINE-03-ZONE-D,25.0,50.0,28.64,15.19,18.63,3.6,0.26,2026-08-28
SMP-10656,DH-2223,MINE-03-ZONE-C,0.0,25.0,38.6,13.42,16.64,2.02,0.336,2026-08-30
SMP-10657,DH-2223,MINE-03-ZONE-C,25.0,50.0,38.97,9.78,17.08,7.61,0.158,2026-08-30
SMP-10658,DH-2223,MINE-03-ZONE-C,50.0,75.0,37.61,8.81,18.12,7.75,0.077,2026-08-30
SMP-10659,DH-2223,MINE-03-ZONE-C,75.0,100.0,36.14,15.53,9.29,4.76,0.28,2026-08-30
SMP-10660,DH-2224,MINE-02-ZONE-B,0.0,25.0,27.55,8.31,9.36,5.8,0.271,2026-08-31
SMP-10661,DH-2224,MINE-02-ZONE-B,25.0,50.0,22.64,6.32,19.52,5.56,0.197,2026-08-31
SMP-10662,DH-2225,MINE-01-ZONE-C,0.0,25.0,36.4,4.67,20.6,2.26,0.085,2026-09-02
SMP-10663,DH-2225,MINE-01-ZONE-C,25.0,50.0,44.1,12.01,15.33,6.07,0.312,2026-09-02
SMP-10664,DH-2226,MINE-01-ZONE-E,0.0,25.0,43.86,11.42,11.88,5.89,0.054,2026-09-03
SMP-10665,DH-2226,MINE-01-ZONE-E,25.0,50.0,41.12,14.86,21.13,2.58,0.233,2026-09-03
SMP-10666,DH-2226,MINE-01-ZONE-E,50.0,75.0,43.14,4.77,21.08,2.69,0.228,2026-09-03
SMP-10667,DH-2227,MINE-04-ZONE-E,0.0,25.0,23.5,12.21,16.73,3.93,0.339,2026-09-05
SMP-10668,DH-2227,MINE-04-ZONE-E,25.0,50.0,24.42,4.55,10.78,2.38,0.132,2026-09-05
SMP-10669,DH-2227,MINE-04-ZONE-E,50.0,75.0,29.87,6.02,13.92,2.99,0.123,2026-09-05
SMP-10670,DH-2228,MINE-04-ZONE-D,0.0,25.0,18.79,4.09,22.82,6.24,0.228,2026-09-06
SMP-10671,DH-2228,MINE-04-ZONE-D,25.0,50.0,20.82,12.32,20.68,4.86,0.088,2026-09-06
SMP-10672,DH-2228,MINE-04-ZONE-D,50.0,75.0,19.41,7.25,15.21,3.44,0.102,2026-09-06
SMP-10673,DH-2229,MINE-01-ZONE-B,0.0,25.0,36.89,6.3,23.79,7.86,0.236,2026-09-08
SMP-10674,DH-2229,MINE-01-ZONE-B,25.0,50.0,39.94,15.84,16.12,4.79,0.238,2026-09-08
SMP-10675,DH-2230,MINE-02-ZONE-B,0.0,25.0,30.33,4.52,18.32,3.71,0.18,2026-09-09
SMP-10676,DH-2230,MINE-02-ZONE-B,25.0,50.0,26.97,13.66,20.13,2.26,0.272,2026-09-09
SMP-10677,DH-2231,MINE-04-ZONE-C,0.0,25.0,27.02,9.03,19.95,7.39,0.119,2026-09-11
SMP-10678,DH-2231,MINE-04-ZONE-C,25.0,50.0,22.32,6.73,11.79,4.48,0.11,2026-09-11
SMP-10679,DH-2231,MINE-04-ZONE-C,50.0,75.0,30.13,4.88,17.36,2.33,0.181,2026-09-11
SMP-10680,DH-2231,MINE-04-ZONE-C,75.0,100.0,23.38,11.31,10.85,4.24,0.187,2026-09-11
SMP-10681,DH-2232,MINE-02-ZONE-B,0.0,25.0,33.54,14.22,15.34,3.03,0.153,2026-09-12
SMP-10682,DH-2232,MINE-02-ZONE-B,25.0,50.0,41.03,11.24,20.63,5.83,0.233,2026-09-12
SMP-10683,DH-2232,MINE-02-ZONE-B,50.0,75.0,33.87,15.64,21.68,2.52,0.307,2026-09-12
