record_id,date,mine_id,rainfall_mm,temp_c,humidity_pct,soil_moisture_pct,weather_condition
WX-MINE-01-2026-02-04,2026-02-04,MINE-01,1.9,32.8,48.4,0.18,CLEAR
WX-MINE-02-2026-02-04,2026-02-04,MINE-02,3.8,36.0,40.8,0.28,CLEAR
WX-MINE-03-2026-02-04,2026-02-04,MINE-03,0.1,40.6,53.0,0.19,CLEAR
WX-MINE-04-2026-02-04,2026-02-04,MINE-04,1.1,36.4,71.6,0.25,CLEAR
WX-MINE-01-2026-02-05,2026-02-05,MINE-01,2.7,35.3,85.8,0.24,CLEAR
WX-MINE-02-2026-02-05,2026-02-05,MINE-02,2.0,37.9,53.3,0.19,CLEAR
WX-MINE-03-2026-02-05,2026-02-05,MINE-03,2.3,40.5,38.6,0.2,CLEAR
WX-MINE-04-2026-02-05,2026-02-05,MINE-04,3.6,36.9,74.9,0.25,CLEAR
WX-MINE-01-2026-02-06,2026-02-06,MINE-01,3.1,41.3,59.0,0.2,CLEAR
WX-MINE-02-2026-02-06,2026-02-06,MINE-02,1.0,27.8,41.1,0.19,CLEAR
WX-MINE-03-2026-02-06,2026-02-06,MINE-03,2.4,25.8,86.8,0.23,CLEAR
WX-MINE-04-2026-02-06,2026-02-06,MINE-04,0.5,28.3,55.9,0.23,CLEAR
WX-MINE-01-2026-02-07,2026-02-07,MINE-01,1.2,33.8,45.4,0.2,CLEAR
WX-MINE-02-2026-02-07,2026-02-07,MINE-02,1.7,37.4,78.9,0.26,CLEAR
WX-MINE-03-2026-02-07,2026-02-07,MINE-03,0.5,35.3,67.5,0.16,CLEAR
WX-MINE-04-2026-02-07,2026-02-07,MINE-04,0.0,39.0,52.4,0.23,CLEAR
WX-MINE-01-2026-02-08,2026-02-08,MINE-01,1.2,26.4,72.4,0.17,CLEAR
WX-MINE-02-2026-02-08,2026-02-08,MINE-02,1.1,36.9,81.7,0.24,CLEAR
WX-MINE-03-2026-02-08,2026-02-08,MINE-03,0.1,28.4,62.6,0.22,CLEAR
WX-MINE-04-2026-02-08,2026-02-08,MINE-04,1.1,39.0,66.6,0.22,CLEAR
WX-MINE-01-2026-02-09,2026-02-09,MINE-01,0.9,27.8,88.2,0.16,CLEAR
WX-MINE-02-2026-02-09,2026-02-09,MINE-02,3.2,25.1,74.4,0.26,CLEAR
WX-MINE-03-2026-02-09,2026-02-09,MINE-03,3.7,26.5,75.5,0.27,CLEAR
WX-MINE-04-2026-02-09,2026-02-09,MINE-04,3.1,39.1,75.0,0.21,CLEAR
WX-MINE-01-2026-02-10,2026-02-10,MINE-01,3.3,40.2,43.8,0.18,CLEAR
WX-MINE-02-2026-02-10,2026-02-10,MINE-02,1.6,30.4,61.0,0.2,CLEAR
WX-MINE-03-2026-02-10,2026-02-10,MINE-03,1.6,23.4,75.0,0.19,CLEAR
WX-MINE-04-2026-02-10,2026-02-10,MINE-04,3.7,36.0,65.1,0.19,CLEAR
WX-MINE-01-2026-02-11,2026-02-11,MINE-01,1.3,37.8,82.6,0.17,CLEAR
WX-MINE-02-2026-02-11,2026-02-11,MINE-02,3.7,28.1,71.0,0.24,CLEAR
WX-MINE-03-2026-02-11,2026-02-11,MINE-03,1.8,31.6,84.3,0.19,CLEAR
WX-MINE-04-2026-02-11,2026-02-11,MINE-04,3.2,25.9,70.8,0.21,CLEAR
WX-MINE-01-2026-02-12,2026-02-12,MINE-01,3.4,24.0,78.2,0.26,CLEAR
WX-MINE-02-2026-02-12,2026-02-12,MINE-02,1.5,41.7,72.4,0.18,CLEAR
WX-MINE-03-2026-02-12,2026-02-12,MINE-03,0.2,29.1,61.1,0.25,CLEAR
WX-MINE-04-2026-02-12,2026-02-12,MINE-04,0.5,32.3,53.6,0.2,CLEAR
WX-MINE-01-2026-02-13,2026-02-13,MINE-01,0.6,36.5,48.5,0.17,CLEAR
WX-MINE-02-2026-02-13,2026-02-13,MINE-02,1.6,28.1,67.8,0.18,CLEAR
WX-MINE-03-2026-02-13,2026-02-13,MINE-03,3.0,37.5,89.5,0.24,CLEAR
WX-MINE-04-2026-02-13,2026-02-13,MINE-04,0.4,31.3,80.0,0.19,CLEAR
WX-MINE-01-2026-02-14,2026-02-14,MINE-01,2.5,30.9,35.6,0.18,CLEAR
WX-MINE-02-2026-02-14,2026-02-14,MINE-02,0.5,34.8,85.0,0.18,CLEAR
WX-MINE-03-2026-02-14,2026-02-14,MINE-03,2.3,41.7,61.4,0.24,CLEAR
WX-MINE-04-2026-02-14,2026-02-14,MINE-04,0.4,33.9,56.1,0.25,CLEAR
WX-MINE-01-2026-02-15,2026-02-15,MINE-01,2.8,28.0,41.9,0.21,CLEAR
WX-MINE-02-2026-02-15,2026-02-15,MINE-02,2.9,39.2,64.6,0.21,CLEAR
WX-MINE-03-2026-02-15,2026-02-15,MINE-03,2.8,29.9,80.0,0.25,CLEAR
WX-MINE-04-2026-02-15,2026-02-15,MINE-04,2.1,23.3,81.0,0.22,CLEAR
WX-MINE-01-2026-02-16,2026-02-16,MINE-01,3.3,35.0,76.4,0.2,CLEAR
WX-MINE-02-2026-02-16,2026-02-16,MINE-02,2.6,24.3,82.4,0.24,CLEAR
WX-MINE-03-2026-02-16,2026-02-16,MINE-03,0.0,30.9,52.3,0.15,CLEAR
WX-MINE-04-2026-02-16,2026-02-16,MINE-04,2.3,35.1,39.8,0.19,CLEAR
WX-MINE-01-2026-02-17,2026-02-17,MINE-01,3.0,23.7,41.9,0.2,CLEAR
WX-MINE-02-2026-02-17,2026-02-17,MINE-02,3.9,25.4,88.7,0.25,CLEAR
WX-MINE-03-2026-02-17,2026-02-17,MINE-03,1.0,22.9,87.0,0.25,CLEAR
WX-MINE-04-2026-02-17,2026-02-17,MINE-04,1.2,32.7,42.7,0.21,CLEAR
WX-MINE-01-2026-02-18,2026-02-18,MINE-01,1.3,40.2,89.8,0.22,CLEAR
WX-MINE-02-2026-02-18,2026-02-18,MINE-02,2.0,35.8,71.4,0.17,CLEAR
WX-MINE-03-2026-02-18,2026-02-18,MINE-03,0.1,24.8,82.1,0.17,CLEAR
WX-MINE-04-2026-02-18,2026-02-18,MINE-04,0.5,33.0,67.5,0.18,CLEAR
WX-MINE-01-2026-02-19,2026-02-19,MINE-01,2.9,30.4,65.2,0.2,CLEAR
WX-MINE-02-2026-02-19,2026-02-19,MINE-02,2.6,25.3,60.1,0.27,CLEAR
WX-MINE-03-2026-02-19,2026-02-19,MINE-03,2.7,40.8,42.9,0.19,CLEAR
WX-MINE-04-2026-02-19,2026-02-19,MINE-04,2.5,27.4,69.8,0.24,CLEAR
WX-MINE-01-2026-02-20,2026-02-20,MINE-01,2.9,33.3,70.6,0.23,CLEAR
WX-MINE-02-2026-02-20,2026-02-20,MINE-02,0.7,38.4,52.4,0.23,CLEAR
WX-MINE-03-2026-02-20,2026-02-20,MINE-03,1.5,41.3,48.6,0.19,CLEAR
WX-MINE-04-2026-02-20,2026-02-20,MINE-04,2.1,35.7,57.4,0.2,CLEAR
WX-MINE-01-2026-02-21,2026-02-21,MINE-01,0.4,40.2,77.8,0.17,CLEAR
WX-MINE-02-2026-02-21,2026-02-21,MINE-02,3.2,27.5,40.4,0.27,CLEAR
WX-MINE-03-2026-02-21,2026-02-21,MINE-03,0.9,41.0,78.1,0.17,CLEAR
WX-MINE-04-2026-02-21,2026-02-21,MINE-04,2.1,39.5,67.4,0.25,CLEAR
WX-MINE-01-2026-02-22,2026-02-22,MINE-01,0.4,29.0,66.5,0.18,CLEAR
WX-MINE-02-2026-02-22,2026-02-22,MINE-02,1.1,24.0,37.6,0.19,CLEAR
WX-MINE-03-2026-02-22,2026-02-22,MINE-03,3.0,25.6,79.3,0.24,CLEAR
WX-MINE-04-2026-02-22,2026-02-22,MINE-04,3.2,33.0,83.5,0.22,CLEAR
WX-MINE-01-2026-02-23,2026-02-23,MINE-01,2.4,27.2,72.8,0.24,CLEAR
WX-MINE-02-2026-02-23,2026-02-23,MINE-02,2.6,24.9,66.2,0.2,CLEAR
WX-MINE-03-2026-02-23,2026-02-23,MINE-03,3.7,34.8,55.4,0.26,CLEAR
WX-MINE-04-2026-02-23,2026-02-23,MINE-04,2.7,30.4,60.2,0.22,CLEAR
WX-MINE-01-2026-02-24,2026-02-24,MINE-01,1.4,31.4,50.8,0.26,CLEAR
WX-MINE-02-2026-02-24,2026-02-24,MINE-02,2.1,36.4,85.8,0.19,CLEAR
WX-MINE-03-2026-02-24,2026-02-24,MINE-03,2.5,23.7,51.8,0.25,CLEAR
WX-MINE-04-2026-02-24,2026-02-24,MINE-04,3.4,34.7,39.2,0.2,CLEAR
WX-MINE-01-2026-02-25,2026-02-25,MINE-01,0.4,33.5,39.7,0.18,CLEAR
WX-MINE-02-2026-02-25,2026-02-25,MINE-02,3.7,38.2,35.6,0.28,CLEAR
WX-MINE-03-2026-02-25,2026-02-25,MINE-03,2.7,40.6,42.5,0.22,CLEAR
WX-MINE-04-2026-02-25,2026-02-25,MINE-04,2.7,35.5,64.3,0.18,CLEAR
WX-MINE-01-2026-02-26,2026-02-26,MINE-01,0.1,25.8,80.7,0.15,CLEAR
WX-MINE-02-2026-02-26,2026-02-26,MINE-02,1.7,32.7,54.0,0.26,CLEAR
WX-MINE-03-2026-02-26,2026-02-26,MINE-03,2.6,40.4,90.0,0.27,CLEAR
WX-MINE-04-2026-02-26,2026-02-26,MINE-04,2.7,22.8,59.7,0.19,CLEAR
WX-MINE-01-2026-02-27,2026-02-27,MINE-01,3.7,37.3,84.7,0.2,CLEAR
WX-MINE-02-2026-02-27,2026-02-27,MINE-02,1.5,24.7,54.4,0.17,CLEAR
WX-MINE-03-2026-02-27,2026-02-27,MINE-03,2.0,25.4,88.3,0.2,CLEAR
WX-MINE-04-2026-02-27,2026-02-27,MINE-04,2.7,38.6,81.8,0.26,CLEAR
WX-MINE-01-2026-02-28,2026-02-28,MINE-01,1.2,31.7,49.6,0.16,CLEAR
WX-MINE-02-2026-02-28,2026-02-28,MINE-02,2.5,29.9,85.8,0.26,CLEAR
WX-MINE-03-2026-02-28,2026-02-28,MINE-03,3.8,32.3,84.1,0.28,CLEAR
WX-MINE-04-2026-02-28,2026-02-28,MINE-04,3.6,39.0,38.2,0.18,CLEAR
WX-MINE-01-2026-03-01,2026-03-01,MINE-01,1.8,28.0,40.9,0.2,CLEAR
WX-MINE-02-2026-03-01,2026-03-01,MINE-02,2.9,30.0,35.5,0.22,CLEAR
WX-MINE-03-2026-03-01,2026-03-01,MINE-03,0.8,32.6,84.4,0.2,CLEAR
WX-MINE-04-2026-03-01,2026-03-01,MINE-04,3.7,22.1,77.3,0.21,CLEAR
WX-MINE-01-2026-03-02,2026-03-02,MINE-01,1.9,29.5,55.0,0.26,CLEAR
WX-MINE-02-2026-03-02,2026-03-02,MINE-02,2.1,27.4,89.4,0.23,CLEAR
WX-MINE-03-2026-03-02,2026-03-02,MINE-03,1.8,24.8,76.1,0.17,CLEAR
WX-MINE-04-2026-03-02,2026-03-02,MINE-04,3.5,36.2,41.1,0.21,CLEAR
WX-MINE-01-2026-03-03,2026-03-03,MINE-01,0.5,30.4,53.2,0.16,CLEAR
WX-MINE-02-2026-03-03,2026-03-03,MINE-02,2.7,41.0,87.8,0.27,CLEAR
WX-MINE-03-2026-03-03,2026-03-03,MINE-03,0.5,31.8,62.3,0.22,CLEAR
WX-MINE-04-2026-03-03,2026-03-03,MINE-04,0.5,37.0,77.9,0.19,CLEAR
WX-MINE-01-2026-03-04,2026-03-04,MINE-01,2.9,36.8,80.4,0.19,CLEAR
WX-MINE-02-2026-03-04,2026-03-04,MINE-02,3.8,37.9,41.9,0.22,CLEAR
WX-MINE-03-2026-03-04,2026-03-04,MINE-03,0.1,35.7,37.9,0.23,CLEAR
WX-MINE-04-2026-03-04,2026-03-04,MINE-04,1.7,33.9,35.4,0.21,CLEAR
WX-MINE-01-2026-03-05,2026-03-05,MINE-01,1.1,23.7,58.6,0.22,CLEAR
WX-MINE-02-2026-03-05,2026-03-05,MINE-02,2.9,25.7,50.5,0.19,CLEAR
WX-MINE-03-2026-03-05,2026-03-05,MINE-03,1.1,36.0,71.6,0.2,CLEAR
WX-MINE-04-2026-03-05,2026-03-05,MINE-04,1.9,37.7,40.7,0.24,CLEAR
WX-MINE-01-2026-03-06,2026-03-06,MINE-01,2.4,25.8,82.0,0.23,CLEAR
WX-MINE-02-2026-03-06,2026-03-06,MINE-02,0.6,24.4,57.1,0.18,CLEAR
WX-MINE-03-2026-03-06,2026-03-06,MINE-03,0.8,24.9,36.0,0.18,CLEAR
WX-MINE-04-2026-03-06,2026-03-06,MINE-04,3.5,29.6,63.9,0.25,CLEAR
WX-MINE-01-2026-03-07,2026-03-07,MINE-01,3.9,26.4,58.4,0.19,CLEAR
WX-MINE-02-2026-03-07,2026-03-07,MINE-02,1.7,23.0,41.1,0.2,CLEAR
WX-MINE-03-2026-03-07,2026-03-07,MINE-03,3.8,36.2,48.6,0.27,CLEAR
WX-MINE-04-2026-03-07,2026-03-07,MINE-04,0.7,22.0,71.3,0.19,CLEAR
WX-MINE-01-2026-03-08,2026-03-08,MINE-01,1.1,27.6,68.4,0.2,CLEAR
WX-MINE-02-2026-03-08,2026-03-08,MINE-02,1.0,31.8,53.4,0.17,CLEAR
WX-MINE-03-2026-03-08,2026-03-08,MINE-03,2.7,35.7,77.4,0.19,CLEAR
WX-MINE-04-2026-03-08,2026-03-08,MINE-04,1.4,38.2,75.9,0.22,CLEAR
WX-MINE-01-2026-03-09,2026-03-09,MINE-01,2.4,26.8,50.2,0.23,CLEAR
WX-MINE-02-2026-03-09,2026-03-09,MINE-02,0.3,24.1,69.6,0.21,CLEAR
WX-MINE-03-2026-03-09,2026-03-09,MINE-03,0.2,41.4,83.6,0.23,CLEAR
WX-MINE-04-2026-03-09,2026-03-09,MINE-04,0.8,30.9,40.4,0.25,CLEAR
WX-MINE-01-2026-03-10,2026-03-10,MINE-01,2.5,28.0,61.1,0.25,CLEAR
WX-MINE-02-2026-03-10,2026-03-10,MINE-02,2.1,25.1,42.0,0.21,CLEAR
WX-MINE-03-2026-03-10,2026-03-10,MINE-03,2.8,39.8,76.8,0.26,CLEAR
WX-MINE-04-2026-03-10,2026-03-10,MINE-04,2.2,28.9,55.1,0.23,CLEAR
WX-MINE-01-2026-03-11,2026-03-11,MINE-01,0.5,30.7,61.6,0.21,CLEAR
WX-MINE-02-2026-03-11,2026-03-11,MINE-02,3.8,37.8,44.2,0.21,CLEAR
WX-MINE-03-2026-03-11,2026-03-11,MINE-03,3.9,27.8,87.6,0.19,CLEAR
WX-MINE-04-2026-03-11,2026-03-11,MINE-04,3.9,25.8,79.8,0.23,CLEAR
WX-MINE-01-2026-03-12,2026-03-12,MINE-01,2.1,32.3,39.1,0.21,CLEAR
WX-MINE-02-2026-03-12,2026-03-12,MINE-02,2.0,33.2,56.5,0.23,CLEAR
WX-MINE-03-2026-03-12,2026-03-12,MINE-03,0.8,22.1,66.5,0.22,CLEAR
WX-MINE-04-2026-03-12,2026-03-12,MINE-04,0.0,40.6,63.2,0.2,CLEAR
WX-MINE-01-2026-03-13,2026-03-13,MINE-01,2.9,27.2,81.9,0.2,CLEAR
WX-MINE-02-2026-03-13,2026-03-13,MINE-02,1.1,24.4,47.3,0.21,CLEAR
WX-MINE-03-2026-03-13,2026-03-13,MINE-03,1.2,34.8,86.8,0.19,CLEAR
WX-MINE-04-2026-03-13,2026-03-13,MINE-04,0.5,39.5,37.8,0.25,CLEAR
WX-MINE-01-2026-03-14,2026-03-14,MINE-01,4.0,26.2,41.4,0.25,CLEAR
WX-MINE-02-2026-03-14,2026-03-14,MINE-02,2.5,41.4,52.9,0.27,CLEAR
WX-MINE-03-2026-03-14,2026-03-14,MINE-03,3.5,27.3,42.3,0.27,CLEAR
WX-MINE-04-2026-03-14,2026-03-14,MINE-04,1.2,41.7,69.4,0.16,CLEAR
WX-MINE-01-2026-03-15,2026-03-15,MINE-01,1.4,36.6,50.4,0.19,CLEAR
WX-MINE-02-2026-03-15,2026-03-15,MINE-02,0.1,35.1,82.7,0.24,CLEAR
WX-MINE-03-2026-03-15,2026-03-15,MINE-03,2.3,36.5,72.8,0.26,CLEAR
WX-MINE-04-2026-03-15,2026-03-15,MINE-04,1.0,34.5,68.2,0.18,CLEAR
WX-MINE-01-2026-03-16,2026-03-16,MINE-01,1.8,28.5,46.2,0.23,CLEAR
WX-MINE-02-2026-03-16,2026-03-16,MINE-02,3.4,29.9,59.5,0.25,CLEAR
WX-MINE-03-2026-03-16,2026-03-16,MINE-03,1.7,25.0,61.3,0.21,CLEAR
WX-MINE-04-2026-03-16,2026-03-16,MINE-04,1.8,38.3,44.7,0.22,CLEAR
WX-MINE-01-2026-03-17,2026-03-17,MINE-01,3.8,25.6,50.5,0.21,CLEAR
WX-MINE-02-2026-03-17,2026-03-17,MINE-02,3.5,38.3,72.8,0.2,CLEAR
WX-MINE-03-2026-03-17,2026-03-17,MINE-03,0.6,30.5,60.0,0.22,CLEAR
WX-MINE-04-2026-03-17,2026-03-17,MINE-04,1.6,36.5,42.6,0.24,CLEAR
WX-MINE-01-2026-03-18,2026-03-18,MINE-01,0.0,24.0,56.1,0.16,CLEAR
WX-MINE-02-2026-03-18,2026-03-18,MINE-02,0.1,38.6,86.4,0.16,CLEAR
WX-MINE-03-2026-03-18,2026-03-18,MINE-03,3.1,27.4,86.6,0.24,CLEAR
WX-MINE-04-2026-03-18,2026-03-18,MINE-04,3.2,22.2,78.5,0.23,CLEAR
WX-MINE-01-2026-03-19,2026-03-19,MINE-01,3.3,39.1,39.7,0.19,CLEAR
WX-MINE-02-2026-03-19,2026-03-19,MINE-02,3.0,39.8,79.9,0.21,CLEAR
WX-MINE-03-2026-03-19,2026-03-19,MINE-03,1.9,26.9,64.9,0.19,CLEAR
WX-MINE-04-2026-03-19,2026-03-19,MINE-04,2.2,22.4,37.4,0.22,CLEAR
WX-MINE-01-2026-03-20,2026-03-20,MINE-01,0.4,39.7,57.8,0.15,CLEAR
WX-MINE-02-2026-03-20,2026-03-20,MINE-02,0.9,26.5,56.2,0.19,CLEAR
WX-MINE-03-2026-03-20,2026-03-20,MINE-03,1.1,40.4,72.6,0.23,CLEAR
WX-MINE-04-2026-03-20,2026-03-20,MINE-04,2.9,40.0,62.1,0.27,CLEAR
WX-MINE-01-2026-03-21,2026-03-21,MINE-01,0.9,41.1,50.5,0.17,CLEAR
WX-MINE-02-2026-03-21,2026-03-21,MINE-02,1.3,29.2,85.9,0.17,CLEAR
WX-MINE-03-2026-03-21,2026-03-21,MINE-03,0.2,25.0,58.6,0.19,CLEAR
WX-MINE-04-2026-03-21,2026-03-21,MINE-04,0.7,30.5,84.1,0.22,CLEAR
WX-MINE-01-2026-03-22,2026-03-22,MINE-01,2.5,27.7,83.1,0.2,CLEAR
WX-MINE-02-2026-03-22,2026-03-22,MINE-02,2.0,29.4,49.6,0.26,CLEAR
WX-MINE-03-2026-03-22,2026-03-22,MINE-03,3.2,37.8,82.4,0.27,CLEAR
WX-MINE-04-2026-03-22,2026-03-22,MINE-04,3.1,24.9,43.1,0.22,CLEAR
WX-MINE-01-2026-03-23,2026-03-23,MINE-01,3.2,41.5,79.8,0.19,CLEAR
WX-MINE-02-2026-03-23,2026-03-23,MINE-02,1.7,36.5,43.0,0.2,CLEAR
WX-MINE-03-2026-03-23,2026-03-23,MINE-03,0.5,37.4,54.4,0.2,CLEAR
WX-MINE-04-2026-03-23,2026-03-23,MINE-04,1.9,41.5,68.1,0.23,CLEAR
WX-MINE-01-2026-03-24,2026-03-24,MINE-01,0.6,40.9,85.7,0.19,CLEAR
WX-MINE-02-2026-03-24,2026-03-24,MINE-02,2.2,32.8,62.1,0.22,CLEAR
WX-MINE-03-2026-03-24,2026-03-24,MINE-03,0.9,23.7,74.3,0.21,CLEAR
WX-MINE-04-2026-03-24,2026-03-24,MINE-04,3.1,38.2,47.1,0.18,CLEAR
WX-MINE-01-2026-03-25,2026-03-25,MINE-01,1.4,26.1,81.8,0.2,CLEAR
WX-MINE-02-2026-03-25,2026-03-25,MINE-02,1.9,24.7,41.1,0.26,CLEAR
WX-MINE-03-2026-03-25,2026-03-25,MINE-03,1.4,39.0,77.8,0.18,CLEAR
WX-MINE-04-2026-03-25,2026-03-25,MINE-04,1.8,38.7,65.3,0.26,CLEAR
WX-MINE-01-2026-03-26,2026-03-26,MINE-01,1.7,26.2,47.4,0.24,CLEAR
WX-MINE-02-2026-03-26,2026-03-26,MINE-02,0.5,35.9,42.9,0.23,CLEAR
WX-MINE-03-2026-03-26,2026-03-26,MINE-03,2.8,30.5,38.0,0.18,CLEAR
WX-MINE-04-2026-03-26,2026-03-26,MINE-04,2.3,31.5,67.7,0.18,CLEAR
WX-MINE-01-2026-03-27,2026-03-27,MINE-01,0.6,24.8,48.5,0.16,CLEAR
WX-MINE-02-2026-03-27,2026-03-27,MINE-02,3.3,30.3,77.1,0.22,CLEAR
WX-MINE-03-2026-03-27,2026-03-27,MINE-03,0.6,32.5,87.2,0.2,CLEAR
WX-MINE-04-2026-03-27,2026-03-27,MINE-04,2.9,30.9,70.5,0.18,CLEAR
WX-MINE-01-2026-03-28,2026-03-28,MINE-01,0.4,23.2,70.3,0.21,CLEAR
WX-MINE-02-2026-03-28,2026-03-28,MINE-02,0.7,25.2,56.8,0.2,CLEAR
WX-MINE-03-2026-03-28,2026-03-28,MINE-03,3.8,31.1,74.1,0.21,CLEAR
WX-MINE-04-2026-03-28,2026-03-28,MINE-04,2.3,28.1,47.5,0.26,CLEAR
WX-MINE-01-2026-03-29,2026-03-29,MINE-01,1.1,23.8,55.8,0.25,CLEAR
WX-MINE-02-2026-03-29,2026-03-29,MINE-02,3.0,30.0,38.1,0.21,CLEAR
WX-MINE-03-2026-03-29,2026-03-29,MINE-03,3.3,41.5,68.3,0.19,CLEAR
WX-MINE-04-2026-03-29,2026-03-29,MINE-04,2.8,31.5,70.9,0.21,CLEAR
WX-MINE-01-2026-03-30,2026-03-30,MINE-01,1.5,23.1,55.4,0.2,CLEAR
WX-MINE-02-2026-03-30,2026-03-30,MINE-02,1.1,24.1,54.9,0.24,CLEAR
WX-MINE-03-2026-03-30,2026-03-30,MINE-03,1.3,26.8,44.0,0.17,CLEAR
WX-MINE-04-2026-03-30,2026-03-30,MINE-04,0.8,22.2,85.0,0.18,CLEAR
WX-MINE-01-2026-03-31,2026-03-31,MINE-01,0.8,40.6,48.2,0.17,CLEAR
WX-MINE-02-2026-03-31,2026-03-31,MINE-02,2.3,22.9,89.3,0.22,CLEAR
WX-MINE-03-2026-03-31,2026-03-31,MINE-03,0.2,23.9,52.0,0.25,CLEAR
WX-MINE-04-2026-03-31,2026-03-31,MINE-04,3.0,41.2,62.5,0.21,CLEAR
WX-MINE-01-2026-04-01,2026-04-01,MINE-01,1.6,29.1,42.1,0.23,CLEAR
WX-MINE-02-2026-04-01,2026-04-01,MINE-02,1.3,39.9,62.7,0.21,CLEAR
WX-MINE-03-2026-04-01,2026-04-01,MINE-03,3.1,22.5,78.8,0.22,CLEAR
WX-MINE-04-2026-04-01,2026-04-01,MINE-04,3.5,22.7,43.9,0.25,CLEAR
WX-MINE-01-2026-04-02,2026-04-02,MINE-01,0.3,34.5,87.4,0.18,CLEAR
WX-MINE-02-2026-04-02,2026-04-02,MINE-02,0.9,35.6,42.7,0.23,CLEAR
WX-MINE-03-2026-04-02,2026-04-02,MINE-03,4.0,32.0,89.6,0.24,CLEAR
WX-MINE-04-2026-04-02,2026-04-02,MINE-04,2.1,37.4,59.6,0.18,CLEAR
WX-MINE-01-2026-04-03,2026-04-03,MINE-01,1.2,34.5,86.7,0.16,CLEAR
WX-MINE-02-2026-04-03,2026-04-03,MINE-02,2.9,35.7,48.2,0.27,CLEAR
WX-MINE-03-2026-04-03,2026-04-03,MINE-03,2.4,41.2,66.2,0.27,CLEAR
WX-MINE-04-2026-04-03,2026-04-03,MINE-04,0.4,22.3,77.1,0.18,CLEAR
WX-MINE-01-2026-04-04,2026-04-04,MINE-01,3.5,37.9,84.2,0.23,CLEAR
WX-MINE-02-2026-04-04,2026-04-04,MINE-02,1.8,25.4,51.3,0.17,CLEAR
WX-MINE-03-2026-04-04,2026-04-04,MINE-03,2.3,29.1,38.9,0.24,CLEAR
WX-MINE-04-2026-04-04,2026-04-04,MINE-04,1.8,41.7,88.8,0.24,CLEAR
WX-MINE-01-2026-04-05,2026-04-05,MINE-01,1.8,40.5,86.7,0.26,CLEAR
WX-MINE-02-2026-04-05,2026-04-05,MINE-02,2.0,29.3,50.8,0.21,CLEAR
WX-MINE-03-2026-04-05,2026-04-05,MINE-03,2.5,35.6,59.2,0.22,CLEAR
WX-MINE-04-2026-04-05,2026-04-05,MINE-04,2.5,28.3,39.6,0.21,CLEAR
WX-MINE-01-2026-04-06,2026-04-06,MINE-01,1.8,39.5,89.5,0.17,CLEAR
WX-MINE-02-2026-04-06,2026-04-06,MINE-02,3.9,23.1,78.5,0.25,CLEAR
WX-MINE-03-2026-04-06,2026-04-06,MINE-03,2.2,25.1,40.8,0.21,CLEAR
WX-MINE-04-2026-04-06,2026-04-06,MINE-04,2.3,39.1,47.3,0.26,CLEAR
WX-MINE-01-2026-04-07,2026-04-07,MINE-01,2.7,29.0,60.8,0.23,CLEAR
WX-MINE-02-2026-04-07,2026-04-07,MINE-02,3.3,24.2,44.9,0.19,CLEAR
WX-MINE-03-2026-04-07,2026-04-07,MINE-03,3.8,29.9,58.8,0.22,CLEAR
WX-MINE-04-2026-04-07,2026-04-07,MINE-04,0.3,28.8,68.2,0.17,CLEAR
WX-MINE-01-2026-04-08,2026-04-08,MINE-01,3.0,24.3,60.0,0.23,CLEAR
WX-MINE-02-2026-04-08,2026-04-08,MINE-02,3.8,24.9,46.7,0.24,CLEAR
WX-MINE-03-2026-04-08,2026-04-08,MINE-03,4.0,37.5,38.4,0.26,CLEAR
WX-MINE-04-2026-04-08,2026-04-08,MINE-04,3.2,41.6,46.7,0.2,CLEAR
WX-MINE-01-2026-04-09,2026-04-09,MINE-01,0.1,37.2,58.3,0.18,CLEAR
WX-MINE-02-2026-04-09,2026-04-09,MINE-02,0.7,24.8,50.1,0.16,CLEAR
WX-MINE-03-2026-04-09,2026-04-09,MINE-03,3.5,31.0,58.1,0.2,CLEAR
WX-MINE-04-2026-04-09,2026-04-09,MINE-04,3.6,25.7,38.0,0.27,CLEAR
WX-MINE-01-2026-04-10,2026-04-10,MINE-01,1.7,41.3,51.3,0.18,CLEAR
WX-MINE-02-2026-04-10,2026-04-10,MINE-02,3.8,31.6,64.5,0.26,CLEAR
WX-MINE-03-2026-04-10,2026-04-10,MINE-03,3.9,30.7,85.2,0.24,CLEAR
WX-MINE-04-2026-04-10,2026-04-10,MINE-04,3.3,33.2,84.2,0.2,CLEAR
WX-MINE-01-2026-04-11,2026-04-11,MINE-01,2.9,33.6,43.0,0.24,CLEAR
WX-MINE-02-2026-04-11,2026-04-11,MINE-02,3.3,36.7,80.4,0.25,CLEAR
WX-MINE-03-2026-04-11,2026-04-11,MINE-03,0.1,39.9,86.4,0.2,CLEAR
WX-MINE-04-2026-04-11,2026-04-11,MINE-04,1.3,37.8,72.1,0.19,CLEAR
WX-MINE-01-2026-04-12,2026-04-12,MINE-01,2.9,41.8,86.9,0.26,CLEAR
WX-MINE-02-2026-04-12,2026-04-12,MINE-02,2.5,34.8,66.8,0.17,CLEAR
WX-MINE-03-2026-04-12,2026-04-12,MINE-03,3.0,25.8,73.3,0.25,CLEAR
WX-MINE-04-2026-04-12,2026-04-12,MINE-04,2.4,26.3,46.5,0.19,CLEAR
WX-MINE-01-2026-04-13,2026-04-13,MINE-01,2.7,41.1,55.4,0.21,CLEAR
